,UID,payment_date,amount,YEAR,MONTH,DAY
8328,43577520,2018-06-10 03:19:14,500,2017,4,10
8329,43577520,2018-06-15 03:10:44,500,2017,4,15
8330,43577520,2018-06-17 03:13:52,150,2017,4,17
8331,43577520,2018-04-25 03:10:47,150,2017,2,23
8332,43577520,2018-05-09 03:19:15,500,2017,3,9
8334,43577520,2018-05-09 03:46:22,500,2017,3,9
8335,43577520,2018-05-23 03:27:01,150,2017,3,23
8336,43577520,2018-05-28 03:57:51,500,2017,3,28
8337,43577520,2018-03-26 03:14:08,150,2017,1,24
8338,43577520,2018-03-28 03:12:29,500,2017,1,26
8340,43577520,2018-04-13 03:11:42,500,2017,2,11
8341,43577520,2018-04-16 03:11:45,150,2017,2,14
8342,43577520,2018-04-18 03:47:19,150,2017,2,16
8343,43577520,2018-03-09 03:12:21,300,2017,1,7
8344,43577520,2018-03-11 03:21:32,500,2017,1,9
8345,43577520,2018-03-14 03:09:48,500,2017,1,12
8346,43577520,2018-03-16 03:15:48,500,2017,1,14
8347,43577520,2018-03-21 03:13:00,150,2017,1,19
8348,43577520,2018-03-23 04:37:48,150,2017,1,21
8349,43577520,2018-10-18 07:04:27,500,2017,8,18
8350,43577520,2018-10-18 14:40:19,300,2017,8,18
8351,43577520,2018-10-23 21:48:34,150,2017,8,23
8352,43577520,2018-10-26 03:52:39,500,2017,8,26
8353,43577520,2018-03-04 03:15:51,300,2017,1,2
8354,43577520,2018-03-07 03:13:38,150,2017,1,5
8356,43577520,2018-09-21 03:35:15,500,2017,7,22
8357,43577520,2018-09-22 22:10:27,150,2017,7,23
8358,43577520,2018-10-02 03:39:33,150,2017,8,2
8359,43577520,2018-10-05 02:42:07,50,2017,8,5
8361,43644016,2019-11-11 07:15:11,300,2018,9,11
8365,27082624,2019-09-27 03:00:40,500,2018,7,28
8367,27082624,2019-02-02 02:38:01,150,2017,12,3
8373,25186752,2019-04-30 20:36:10,50,2018,2,28
8374,25186752,2019-05-04 13:12:46,50,2018,3,4
8376,25186752,2019-05-04 13:12:46,50,2018,3,4
8378,25186752,2019-05-18 18:49:03,400,2018,3,18
8379,25186752,2019-01-31 22:09:59,50,2017,12,1
8380,25186752,2019-01-31 23:44:38,50,2017,12,1
8381,25186752,2019-01-31 23:46:29,50,2017,12,1
8382,25186752,2019-07-19 01:36:34,50,2018,5,19
8383,25186752,2019-04-19 18:50:24,50,2018,2,17
8384,25186752,2019-08-14 00:57:45,50,2018,6,14
8385,25186752,2019-08-14 21:14:13,50,2018,6,14
8386,25186752,2019-11-05 06:18:23,50,2018,9,5
8387,25186752,2019-11-23 04:31:17,50,2018,9,23
8388,25186752,2019-01-31 21:27:08,50,2017,12,1
8389,25186752,2019-01-31 21:47:33,400,2017,12,1
8390,25186752,2019-02-10 06:31:23,50,2017,12,11
8391,25186752,2019-02-10 06:32:37,50,2017,12,11
8392,25186752,2019-02-13 04:44:36,50,2017,12,14
8393,25186752,2019-02-20 21:50:24,150,2017,12,21
8394,25186752,2019-06-15 07:14:07,50,2018,4,15
8395,25186752,2019-03-20 20:53:39,50,2018,1,18
8396,25186752,2019-05-18 22:22:54,50,2018,3,18
8398,25186752,2019-05-25 15:39:13,50,2018,3,25
8399,25186752,2019-06-05 00:02:52,50,2018,4,5
8400,25186752,2019-02-07 23:56:19,300,2017,12,8
8401,25186752,2019-02-09 14:06:48,50,2017,12,10
8402,42165520,2018-03-11 20:57:59,50,2017,1,9
8403,42165520,2018-04-26 03:47:50,50,2017,2,24
8404,42165520,2018-04-26 03:51:31,50,2017,2,24
8405,42165520,2018-05-09 05:58:59,50,2017,3,9
8406,42165520,2018-06-05 05:41:03,300,2017,4,5
8407,42165520,2018-06-22 06:12:50,50,2017,4,22
8408,42165520,2019-04-06 17:50:42,150,2018,2,4
8409,42165520,2019-03-10 15:21:08,50,2018,1,8
8410,42165520,2019-03-10 15:22:03,50,2018,1,8
8411,42165520,2018-07-12 07:26:16,50,2017,5,12
8412,42165520,2019-11-12 05:22:55,50,2018,9,12
8413,42165520,2019-10-06 17:36:31,300,2018,8,6
8421,4567552,2019-06-26 22:55:09,500,2018,4,26
8426,4567552,2019-04-22 05:41:06,500,2018,2,20
8427,37260576,2018-03-12 06:52:25,500,2017,1,10
8428,37260576,2018-05-28 05:36:37,500,2017,3,28
8429,37260576,2018-06-14 05:57:51,500,2017,4,14
8430,37260576,2018-06-20 05:10:20,500,2017,4,20
8431,37260576,2019-11-01 04:30:37,500,2018,9,1
8432,44224848,2018-10-18 03:39:54,500,2017,8,18
8433,44224848,2019-10-15 05:46:30,450,2018,8,15
8434,44224848,2019-10-15 05:47:34,150,2018,8,15
8435,44224848,2019-10-15 05:53:13,450,2018,8,15
8436,44224848,2019-10-15 05:54:15,150,2018,8,15
8437,44303264,2018-08-17 06:05:44,50,2017,6,17
8438,44303264,2018-08-22 21:10:04,300,2017,6,22
8439,44303264,2018-08-29 04:23:01,50,2017,6,29
8440,44303264,2018-09-01 19:55:54,150,2017,7,2
8441,44303264,2019-09-23 00:46:10,300,2018,7,24
8442,44303264,2019-10-24 18:42:56,150,2018,8,24
8443,44303264,2019-08-24 02:15:40,300,2018,6,24
8444,44303264,2019-04-22 22:21:22,150,2018,2,20
8445,44303264,2019-04-25 20:00:01,150,2018,2,23
8446,44303264,2019-04-16 20:40:25,300,2018,2,14
8447,44303264,2019-09-14 22:00:44,150,2018,7,15
8448,44303264,2019-09-18 04:14:35,150,2018,7,19
8449,44303264,2019-11-03 20:35:42,150,2018,9,3
8450,44303264,2019-11-06 21:58:15,150,2018,9,6
8451,44303264,2019-11-08 23:13:21,150,2018,9,8
8452,44303264,2019-11-09 21:38:14,150,2018,9,9
8453,44303264,2019-11-22 21:18:08,400,2018,9,22
8454,44303264,2019-02-01 23:48:35,150,2017,12,2
8455,44303264,2019-03-20 18:47:03,300,2018,1,18
8456,44303264,2019-03-23 20:48:38,50,2018,1,21
8457,44303264,2019-08-15 06:15:57,300,2018,6,15
8458,44303264,2019-07-05 04:59:03,150,2018,5,5
8459,44303264,2018-07-13 05:36:01,150,2017,5,13
8460,44303264,2018-07-20 21:45:08,50,2017,5,20
8461,44303264,2019-03-10 00:12:42,150,2018,1,8
8462,44303264,2019-07-21 21:34:03,150,2018,5,21
8463,44303264,2019-02-21 04:06:12,150,2017,12,22
8464,44303264,2019-07-31 02:56:06,150,2018,5,31
8465,44303264,2019-08-04 05:09:27,150,2018,6,4
8466,44303264,2019-01-04 22:12:43,150,2017,11,4
8467,44303264,2019-03-02 21:22:32,150,2017,12,31
8468,44303264,2019-01-16 22:02:24,150,2017,11,16
8469,44303264,2019-01-18 21:49:25,50,2017,11,18
8470,44303264,2019-04-12 18:49:04,150,2018,2,10
8471,44303264,2019-06-04 05:08:32,300,2018,4,4
8472,44303264,2018-06-08 06:31:18,50,2017,4,8
8476,37473856,2018-07-30 22:25:28,500,2017,5,30
8477,37473856,2018-08-20 03:44:20,500,2017,6,20
8478,37473856,2018-08-27 04:23:39,300,2017,6,27
8479,37473856,2018-09-04 21:31:25,500,2017,7,5
8480,37473856,2018-09-06 22:25:02,500,2017,7,7
8484,37473856,2018-12-04 08:38:23,500,2017,10,4
8487,37473856,2018-07-18 06:10:41,150,2017,5,18
8488,37473856,2018-07-18 06:11:41,350,2017,5,18
8489,37592416,2018-12-02 06:32:30,500,2017,10,2
8490,37592416,2019-03-03 01:35:57,500,2018,1,1
8497,37592416,2019-10-20 05:08:21,400,2018,8,20
8498,37760816,2019-11-08 08:13:05,150,2018,9,8
8514,6140944,2018-06-24 23:36:46,150,2017,4,24
8527,32867344,2018-12-07 02:27:51,500,2017,10,7
8533,32867344,2019-08-10 02:46:22,500,2018,6,10
8537,32867344,2019-02-07 09:27:37,50,2017,12,8
8538,32867344,2019-02-07 09:28:39,150,2017,12,8
8540,32867344,2019-01-15 08:33:08,500,2017,11,15
8541,32867344,2019-05-04 22:46:35,500,2018,3,4
8542,32867344,2019-05-04 22:46:35,500,2018,3,4
8548,32867344,2019-02-07 09:26:09,50,2017,12,8
8561,33081424,2018-11-22 06:26:26,500,2017,9,22
8563,33081424,2018-03-24 19:40:49,500,2017,1,22
8576,33274544,2019-09-06 03:11:16,500,2018,7,7
8577,33274544,2019-10-01 07:12:31,500,2018,8,1
8583,2022768,2018-09-19 23:07:16,500,2017,7,20
8595,2022768,2019-09-18 14:50:13,500,2018,7,19
8597,2022768,2019-06-06 18:13:09,500,2018,4,6
8598,2022768,2019-06-25 13:29:12,500,2018,4,25
8602,2022768,2018-07-04 23:32:32,500,2017,5,4
8617,2313904,2018-10-11 23:17:26,300,2017,8,11
8620,2313904,2019-04-18 00:03:50,450,2018,2,16
8621,2313904,2019-04-18 00:04:47,450,2018,2,16
8622,2313904,2019-04-18 00:05:53,450,2018,2,16
8623,2313904,2019-04-18 00:06:51,450,2018,2,16
8624,2313904,2019-04-18 00:07:48,450,2018,2,16
8625,2313904,2019-04-18 00:08:42,450,2018,2,16
8626,2313904,2019-04-17 23:57:17,450,2018,2,15
8627,2313904,2019-04-17 23:58:33,450,2018,2,15
8628,2313904,2019-04-17 23:59:53,450,2018,2,15
8629,2313904,2019-04-18 00:01:09,450,2018,2,16
8630,2313904,2019-04-18 00:02:02,450,2018,2,16
8631,2313904,2019-04-18 00:02:53,450,2018,2,16
8632,2313904,2019-04-17 23:48:17,450,2018,2,15
8633,2313904,2019-04-17 23:49:21,450,2018,2,15
8634,2313904,2019-04-17 23:50:40,450,2018,2,15
8635,2313904,2019-04-17 23:51:48,450,2018,2,15
8636,2313904,2019-04-17 23:54:17,450,2018,2,15
8637,2313904,2019-04-17 23:55:17,450,2018,2,15
8656,2313904,2018-05-06 02:46:49,400,2017,3,6
8657,2313904,2018-06-24 03:20:14,150,2017,4,24
8658,2313904,2018-06-26 05:04:25,150,2017,4,26
8659,2313904,2018-06-27 04:57:40,50,2017,4,27
8663,2313904,2018-12-08 03:14:49,500,2017,10,8
8665,2313904,2018-04-10 00:06:44,450,2017,2,8
8681,2313904,2018-03-25 00:42:06,150,2017,1,23
8704,2641008,2018-12-11 00:59:48,500,2017,10,11
8709,14255216,2018-08-16 21:35:22,60,2017,6,16
8711,14255216,2018-08-17 05:45:13,60,2017,6,17
8712,14255216,2018-03-14 22:13:00,25,2017,1,12
8714,14255216,2018-12-22 20:08:01,500,2017,10,22
8715,14255216,2018-11-07 19:15:38,500,2017,9,7
8717,14255216,2019-10-29 21:04:24,300,2018,8,29
8718,14255216,2018-03-14 22:39:05,500,2017,1,12
8720,14255216,2018-06-15 01:24:32,500,2017,4,15
8721,14255216,2019-02-19 22:48:33,500,2017,12,20
8724,21834480,2019-05-26 03:57:19,300,2018,3,26
8725,21834480,2019-09-29 07:57:08,150,2018,7,30
8726,21834480,2019-06-08 22:10:41,300,2018,4,8
8727,21834480,2019-11-06 08:57:41,350,2018,9,6
8728,21834480,2019-11-24 07:06:59,150,2018,9,24
8729,21834480,2019-07-14 04:11:11,150,2018,5,14
8730,21834480,2019-04-20 21:50:03,150,2018,2,18
8731,21834480,2019-04-22 03:33:39,150,2018,2,20
8732,21834480,2019-08-31 06:00:02,150,2018,7,1
8733,21834480,2019-10-29 07:56:28,750,2018,8,29
8741,42076480,2019-06-11 21:24:36,150,2018,4,11
8742,42076480,2019-09-24 00:06:50,150,2018,7,25
8743,42076480,2019-08-06 23:51:17,150,2018,6,6
8744,42076480,2019-11-23 00:52:30,150,2018,9,23
8745,42076480,2019-07-14 09:19:59,150,2018,5,14
8746,42076480,2019-10-22 05:05:48,150,2018,8,22
8747,42076480,2019-08-25 00:57:14,150,2018,6,25
8748,42076480,2019-10-25 18:12:07,50,2018,8,25
8749,42209552,2018-09-16 05:10:26,500,2017,7,17
8750,42209552,2018-10-17 06:24:19,50,2017,8,17
8751,42209552,2018-11-14 02:12:05,50,2017,9,14
8752,42209552,2018-11-14 02:13:38,500,2017,9,14
8755,42209552,2019-10-17 04:41:50,300,2018,8,17
8756,42209552,2019-10-17 04:44:03,300,2018,8,17
8757,42209552,2019-08-24 04:38:32,750,2018,6,24
8758,42209552,2019-04-18 00:38:34,150,2018,2,16
8759,42209552,2019-04-18 00:39:30,500,2018,2,16
8762,42209552,2018-11-06 03:00:24,350,2017,9,6
8763,42209552,2018-11-07 03:47:51,50,2017,9,7
8765,42209552,2019-09-26 03:57:23,150,2018,7,27
8766,42209552,2019-08-06 03:34:26,300,2018,6,6
8768,42209552,2019-01-30 04:46:03,150,2017,11,30
8769,42209552,2019-08-19 04:17:32,50,2018,6,19
8770,42209552,2019-07-29 03:16:56,300,2018,5,29
8772,42209552,2019-10-03 03:13:07,500,2018,8,3
8773,42471952,2018-06-25 02:55:19,150,2017,4,25
8774,42471952,2019-05-06 23:05:42,350,2018,3,6
8775,42471952,2019-05-06 23:14:02,150,2018,3,6
8776,42471952,2019-05-07 01:05:50,150,2018,3,7
8777,42471952,2019-05-06 23:05:42,350,2018,3,6
8778,42471952,2019-05-06 23:14:02,150,2018,3,6
8779,42471952,2019-05-07 01:05:50,150,2018,3,7
8780,42471952,2019-08-21 02:27:52,350,2018,6,21
8781,42471952,2019-10-03 00:45:03,300,2018,8,3
8782,42471952,2019-09-08 00:20:52,350,2018,7,9
8787,1981584,2018-10-26 08:45:34,500,2017,8,26
8797,2540976,2018-04-13 06:27:05,500,2017,2,11
8801,25754240,2018-04-09 03:51:00,500,2017,2,7
8803,25754240,2018-05-17 03:52:22,500,2017,3,17
8805,25754240,2018-03-18 08:01:06,500,2017,1,16
8809,25754240,2019-11-07 03:50:04,300,2018,9,7
8815,36162960,2018-09-15 06:17:42,500,2017,7,16
8822,32905600,2019-02-09 17:57:37,50,2017,12,10
8823,32905600,2019-02-13 21:10:23,50,2017,12,14
8824,32905600,2019-02-13 21:14:47,50,2017,12,14
8825,32905600,2019-05-05 14:24:35,50,2018,3,5
8826,32905600,2019-04-06 16:37:19,50,2018,2,4
8827,32905600,2019-04-20 17:00:40,50,2018,2,18
8828,32905600,2019-11-14 04:19:47,450,2018,9,14
8829,32905600,2019-10-10 16:01:01,500,2018,8,10
8830,32905600,2019-07-20 17:48:32,150,2018,5,20
8831,32905600,2019-04-13 16:09:17,50,2018,2,11
8832,32905600,2019-04-14 02:25:16,150,2018,2,12
8833,32905600,2019-09-10 04:28:53,500,2018,7,11
8834,32905600,2019-07-13 15:25:47,500,2018,5,13
8835,32905600,2019-06-15 14:58:15,50,2018,4,15
8836,32905600,2019-06-22 15:34:35,50,2018,4,22
8837,32905600,2019-06-29 15:04:00,50,2018,4,29
8838,32905600,2019-07-06 15:34:55,50,2018,5,6
8839,32905600,2019-06-08 16:55:19,150,2018,4,8
8840,32905600,2019-03-23 15:02:56,50,2018,1,21
8841,32905600,2019-03-30 15:27:50,50,2018,1,28
8842,32905600,2019-08-11 18:17:05,500,2018,6,11
8843,32905600,2019-08-16 17:44:03,300,2018,6,16
8844,32905600,2019-03-13 18:15:52,50,2018,1,11
8845,32905600,2019-03-18 02:46:38,50,2018,1,16
8846,32905600,2019-04-27 15:32:48,150,2018,2,25
8847,32905600,2019-05-05 14:24:35,50,2018,3,5
8848,32905600,2019-05-11 14:53:56,150,2018,3,11
8849,32905600,2019-05-18 15:14:29,50,2018,3,18
8850,32905600,2019-05-25 14:57:19,50,2018,3,25
8851,32905600,2019-05-31 15:02:08,50,2018,3,31
8866,33091120,2019-05-30 18:35:19,500,2018,3,30
8874,6733392,2018-12-05 00:58:55,500,2017,10,5
8878,6733392,2019-06-01 05:50:33,500,2018,4,1
8880,6733392,2019-08-03 15:10:25,500,2018,6,3
8884,13985104,2018-08-28 11:15:54,900,2017,6,28
8886,13985104,2018-03-04 05:07:27,900,2017,1,2
8890,13985104,2019-03-05 13:02:23,200,2018,1,3
8893,13985104,2018-07-13 12:00:11,900,2017,5,13
8908,42146672,2018-03-28 13:49:14,500,2017,1,26
8909,42146672,2018-04-08 07:07:12,150,2017,2,6
8915,42146672,2019-10-07 06:04:02,150,2018,8,7
8916,42395648,2019-10-10 02:33:12,500,2018,8,10
8917,20066416,2018-08-25 18:56:49,400,2017,6,25
8918,20066416,2018-08-25 18:57:09,400,2017,6,25
8919,20066416,2018-08-25 18:57:50,400,2017,6,25
8920,20066416,2018-08-25 18:58:10,400,2017,6,25
8921,20066416,2018-08-25 18:58:30,400,2017,6,25
8922,20066416,2018-03-23 23:43:20,400,2017,1,21
8923,20066416,2019-04-16 03:13:46,400,2018,2,14
8924,20066416,2019-04-16 03:14:04,400,2018,2,14
8925,20066416,2019-04-16 03:14:19,400,2018,2,14
8926,20066416,2019-04-16 03:14:36,400,2018,2,14
8928,2854480,2018-12-20 11:34:36,500,2017,10,20
8985,20066416,2019-04-16 03:14:56,400,2018,2,14
8986,20066416,2019-04-16 03:15:12,400,2018,2,14
8987,20066416,2019-04-16 03:12:12,400,2018,2,14
8988,20066416,2019-04-16 03:12:26,400,2018,2,14
8989,20066416,2019-04-16 03:12:45,400,2018,2,14
8990,20066416,2019-04-16 03:13:00,400,2018,2,14
8991,20066416,2019-04-16 03:13:15,400,2018,2,14
8992,20066416,2019-04-16 03:13:31,400,2018,2,14
8993,20066416,2019-04-16 03:10:20,400,2018,2,14
8994,20066416,2019-04-16 03:10:37,400,2018,2,14
8995,20066416,2019-04-16 03:10:55,400,2018,2,14
8996,20066416,2019-04-16 03:11:22,400,2018,2,14
8997,20066416,2019-04-16 03:11:38,400,2018,2,14
8998,20066416,2019-04-16 03:11:52,400,2018,2,14
8999,20066416,2019-03-29 03:19:40,400,2018,1,27
9000,20066416,2019-11-01 15:48:30,400,2018,9,1
9001,20066416,2019-11-26 02:54:50,450,2018,9,26
9002,20066416,2019-11-26 02:55:10,150,2018,9,26
9003,20066416,2019-04-16 03:09:43,400,2018,2,14
9004,20066416,2019-04-16 03:10:03,400,2018,2,14
9005,20066416,2019-06-27 08:33:36,450,2018,4,27
9006,20066416,2019-06-27 08:34:02,150,2018,4,27
9007,20066416,2019-03-29 03:18:07,400,2018,1,27
9008,20066416,2019-03-29 03:18:36,400,2018,1,27
9009,20066416,2019-03-29 03:18:57,400,2018,1,27
9010,20066416,2019-03-29 03:19:20,400,2018,1,27
9011,20066416,2019-05-09 04:16:24,400,2018,3,9
9012,20066416,2019-05-09 04:16:47,400,2018,3,9
9014,20066416,2019-04-10 03:46:03,450,2018,2,8
9015,20066416,2019-04-10 03:46:28,150,2018,2,8
9016,20066416,2019-06-21 17:31:15,450,2018,4,21
9017,20066416,2019-05-09 04:16:24,400,2018,3,9
9018,20066416,2019-05-09 04:16:47,400,2018,3,9
9020,20066416,2019-05-09 04:15:19,400,2018,3,9
9021,20066416,2019-05-09 04:15:40,400,2018,3,9
9022,20066416,2019-05-09 04:16:01,400,2018,3,9
9023,20066416,2019-01-16 04:00:13,400,2017,11,16
9024,20066416,2019-01-16 04:00:31,400,2017,11,16
9025,20066416,2019-01-23 04:14:59,300,2017,11,23
9026,20066416,2019-05-09 04:15:19,400,2018,3,9
9027,20066416,2019-05-09 04:15:40,400,2018,3,9
9028,20066416,2019-05-09 04:16:01,400,2018,3,9
9029,20066416,2019-02-22 15:59:53,400,2017,12,23
9030,20066416,2019-02-22 16:00:15,400,2017,12,23
9031,20066416,2019-01-16 03:57:19,450,2017,11,16
9032,20066416,2019-01-16 03:59:17,400,2017,11,16
9033,20066416,2019-01-16 03:59:36,400,2017,11,16
9034,20066416,2019-01-16 03:59:54,400,2017,11,16
9035,20066416,2018-05-10 02:28:02,400,2017,3,10
9036,20066416,2018-05-19 00:33:13,450,2017,3,19
9037,20066416,2018-05-19 00:33:33,50,2017,3,19
9038,20066416,2018-12-03 03:35:04,400,2017,10,3
9039,20066416,2018-12-03 03:35:26,400,2017,10,3
9040,20066416,2018-12-03 03:35:45,400,2017,10,3
9041,20066416,2018-04-04 02:05:07,400,2017,2,2
9042,20066416,2018-04-06 22:04:34,400,2017,2,4
9043,20066416,2018-04-06 22:05:16,400,2017,2,4
9044,20066416,2018-04-06 22:05:26,400,2017,2,4
9045,20066416,2018-05-10 02:27:32,400,2017,3,10
9046,20066416,2018-05-10 02:27:36,400,2017,3,10
9047,20066416,2018-03-23 23:43:51,400,2017,1,21
9048,20066416,2018-03-23 23:44:11,400,2017,1,21
9049,20066416,2018-03-23 23:44:31,400,2017,1,21
9050,20066416,2018-03-23 23:45:11,400,2017,1,21
9051,20066416,2018-04-04 02:03:16,400,2017,2,2
9052,20066416,2018-04-04 02:03:36,400,2017,2,2
9057,36720352,2019-04-10 07:06:08,450,2018,2,8
9058,36720352,2019-01-02 06:33:05,500,2017,11,2
9059,36720352,2019-10-03 09:08:40,300,2018,8,3
9060,37290464,2019-03-06 18:36:40,500,2018,1,4
9061,37290464,2019-04-11 03:41:36,500,2018,2,9
9062,37290464,2019-08-04 03:52:42,450,2018,6,4
9064,37290464,2019-09-04 00:20:12,300,2018,7,5
9065,37314608,2019-10-04 03:52:33,50,2018,8,4
9066,37324080,2018-08-23 18:44:38,300,2017,6,23
9067,37324080,2018-09-23 03:31:30,300,2017,7,24
9068,37324080,2018-10-23 05:58:14,300,2017,8,23
9069,37324080,2018-03-22 08:25:26,300,2017,1,20
9070,37324080,2018-04-22 08:57:05,300,2017,2,20
9072,28961504,2018-08-24 21:35:32,500,2017,6,24
9081,28961504,2019-10-11 21:12:38,500,2018,8,11
9093,28961504,2019-07-30 23:49:45,350,2018,5,30
9094,28961504,2019-02-21 22:57:39,500,2017,12,22
9095,28961504,2019-01-14 23:07:12,500,2017,11,14
9103,28961504,2018-12-05 21:50:54,500,2017,10,5
9104,28961504,2018-04-25 21:49:08,300,2017,2,23
9107,42508400,2018-09-10 06:33:32,500,2017,7,11
9109,42508400,2019-03-09 00:31:58,500,2018,1,7
9112,42508400,2018-11-05 20:54:48,500,2017,9,5
9113,42508400,2019-11-13 05:59:05,500,2018,9,13
9114,42508400,2019-11-12 05:16:02,300,2018,9,12
9115,44303264,2018-06-29 21:07:35,150,2017,4,29
9116,44303264,2018-12-25 04:55:42,150,2017,10,25
9117,44303264,2018-12-31 03:19:21,150,2017,10,31
9118,44303264,2019-03-01 05:34:37,150,2017,12,30
9119,44303264,2018-04-29 21:37:01,150,2017,2,27
9120,44303264,2018-05-10 21:11:58,150,2017,3,10
9121,44303264,2018-05-15 03:06:32,50,2017,3,15
9122,44303264,2018-05-18 23:01:49,150,2017,3,18
9123,44303264,2018-12-10 01:24:31,150,2017,10,10
9124,44303264,2018-04-04 22:56:58,50,2017,2,2
9125,44303264,2018-04-14 17:56:33,50,2017,2,12
9126,44303264,2018-04-19 21:54:57,50,2017,2,17
9127,44303264,2018-04-20 04:10:40,50,2017,2,18
9128,44303264,2018-04-28 22:02:23,150,2017,2,26
9129,44303264,2018-03-31 04:09:10,150,2017,1,29
9130,44303264,2018-04-01 00:05:51,50,2017,1,30
9131,44303264,2018-04-02 20:14:44,50,2017,1,31
9132,44303264,2018-12-07 03:56:31,150,2017,10,7
9133,44303264,2018-12-08 03:25:47,150,2017,10,8
9134,44303264,2018-03-16 22:05:57,150,2017,1,14
9135,44303264,2018-11-21 04:04:01,150,2017,9,21
9136,44303264,2018-03-19 20:39:15,150,2017,1,17
9137,44303264,2018-03-21 21:56:23,150,2017,1,19
9138,44303264,2018-03-27 04:31:09,150,2017,1,25
9139,44303264,2018-03-29 21:56:00,150,2017,1,27
9140,44303264,2018-10-11 22:24:43,150,2017,8,11
9141,44303264,2018-10-15 20:48:34,50,2017,8,15
9142,44303264,2018-10-25 02:38:02,150,2017,8,25
9143,44303264,2018-03-08 02:57:23,50,2017,1,6
9144,44303264,2018-03-10 20:24:53,50,2017,1,8
9145,44303264,2018-03-12 04:26:07,50,2017,1,10
9146,44303264,2018-10-04 15:45:25,150,2017,8,4
9147,44303264,2018-10-06 00:23:36,150,2017,8,6
9148,44303264,2018-10-06 20:01:05,150,2017,8,6
9149,44303264,2018-09-04 20:02:01,150,2017,7,5
9150,44303264,2018-09-10 04:11:00,50,2017,7,11
9151,44303264,2018-09-13 02:03:38,50,2017,7,14
9152,44303264,2018-09-16 23:32:21,150,2017,7,17
9153,44303264,2018-10-02 23:20:28,150,2017,8,2
9154,44303264,2018-10-03 21:07:13,150,2017,8,3
9155,44602080,2018-07-26 08:52:44,350,2017,5,26
9156,44602080,2018-07-31 10:51:43,150,2017,5,31
9157,44602080,2018-08-02 23:40:14,500,2017,6,2
9158,44602080,2018-08-04 19:00:46,350,2017,6,4
9159,44602080,2018-08-05 20:29:35,150,2017,6,5
9160,44602080,2018-08-07 00:23:09,400,2017,6,7
9161,44602080,2018-07-20 22:35:56,50,2017,5,20
9162,44602080,2018-07-20 22:37:17,50,2017,5,20
9163,44602080,2018-07-21 05:08:03,300,2017,5,21
9164,44602080,2019-10-06 05:27:50,50,2018,8,6
9165,44602080,2019-05-08 02:27:45,150,2018,3,8
9166,44602080,2019-05-08 02:28:20,50,2018,3,8
9167,44602080,2019-05-21 05:11:03,500,2018,3,21
9168,44602080,2018-11-01 21:21:12,150,2017,9,1
9169,44602080,2018-11-04 04:30:43,500,2017,9,4
9170,44602080,2018-07-14 21:50:33,500,2017,5,14
9171,44602080,2019-05-03 22:19:47,500,2018,3,3
9172,44602080,2019-05-05 09:32:48,300,2018,3,5
9173,44602080,2019-06-05 03:18:41,300,2018,4,5
9174,44602080,2019-07-19 01:59:00,350,2018,5,19
9175,44602080,2019-06-12 02:53:22,500,2018,4,12
9176,44602080,2019-06-26 05:11:22,450,2018,4,26
9177,44602080,2018-03-17 19:40:54,50,2017,1,15
9178,44602080,2018-03-17 21:26:29,150,2017,1,15
9179,44602080,2018-03-18 04:48:13,150,2017,1,16
9180,44602080,2019-05-05 09:32:48,300,2018,3,5
9181,44602080,2019-05-08 02:27:45,150,2018,3,8
9182,44602080,2019-05-08 02:28:20,50,2018,3,8
9183,44602080,2018-06-25 21:35:35,150,2017,4,25
9184,44602080,2018-06-25 21:37:46,50,2017,4,25
9186,44602080,2018-07-10 06:13:55,350,2017,5,10
9187,44602080,2018-07-11 07:38:08,500,2017,5,11
9188,44602080,2018-03-17 19:38:24,450,2017,1,15
9189,44602080,2018-05-04 21:09:13,150,2017,3,4
9190,44602080,2018-05-11 22:49:21,350,2017,3,11
9191,44602080,2018-05-15 02:28:33,150,2017,3,15
9192,44602080,2018-05-21 04:08:44,300,2017,3,21
9193,44602080,2018-06-11 18:29:14,350,2017,4,11
9194,44602080,2018-06-24 03:21:24,450,2017,4,24
9195,44602080,2018-04-10 21:02:20,500,2017,2,8
9196,44602080,2018-04-13 02:34:16,150,2017,2,11
9197,44602080,2018-04-14 05:21:01,50,2017,2,12
9198,44602080,2018-04-14 05:22:02,50,2017,2,12
9199,44602080,2018-04-24 03:27:32,150,2017,2,22
9202,44602080,2018-03-29 03:47:50,450,2017,1,27
9204,44602080,2018-04-02 14:22:08,350,2017,1,31
9205,44602080,2018-04-04 08:35:07,450,2017,2,2
9206,44602080,2018-04-10 07:25:39,150,2017,2,8
9207,44602080,2018-09-20 19:36:11,50,2017,7,21
9208,44602080,2018-09-30 05:07:37,50,2017,7,31
9209,44602080,2018-10-10 03:25:10,150,2017,8,10
9210,44602080,2018-10-13 21:15:05,500,2017,8,13
9212,44602080,2018-03-06 11:17:36,450,2017,1,4
9213,44602080,2018-08-18 06:43:37,500,2017,6,18
9214,44602080,2018-08-21 03:09:40,350,2017,6,21
9215,44602080,2018-08-23 03:16:59,350,2017,6,23
9216,44602080,2018-09-03 04:11:27,50,2017,7,4
9218,44602080,2018-09-20 19:35:11,150,2017,7,21
9219,44602080,2018-08-07 20:46:05,500,2017,6,7
9220,44602080,2018-08-08 06:00:38,350,2017,6,8
9221,44602080,2018-08-11 06:19:57,150,2017,6,11
