,UID,payment_date,amount,YEAR,MONTH,DAY,item,num
9147,44303264,2018-10-06 00:23:36,150,2017,8,6,6,6.0
9148,44303264,2018-10-06 20:01:05,150,2017,8,6,5,6.0
9149,44303264,2018-09-04 20:02:01,150,2017,7,5,1,6.0
9150,44303264,2018-09-10 04:11:00,50,2017,7,11,3,2.0
9151,44303264,2018-09-13 02:03:38,50,2017,7,14,4,2.0
9152,44303264,2018-09-16 23:32:21,150,2017,7,17,2,6.0
9153,44303264,2018-10-02 23:20:28,150,2017,8,2,1,6.0
9154,44303264,2018-10-03 21:07:13,150,2017,8,3,4,6.0
9155,44602080,2018-07-26 08:52:44,350,2017,5,26,4,14.0
9156,44602080,2018-07-31 10:51:43,150,2017,5,31,2,6.0
9157,44602080,2018-08-02 23:40:14,500,2017,6,2,3,20.0
9158,44602080,2018-08-04 19:00:46,350,2017,6,4,6,14.0
9159,44602080,2018-08-05 20:29:35,150,2017,6,5,6,6.0
9160,44602080,2018-08-07 00:23:09,400,2017,6,7,1,16.0
9161,44602080,2018-07-20 22:35:56,50,2017,5,20,1,2.0
9162,44602080,2018-07-20 22:37:17,50,2017,5,20,2,2.0
9163,44602080,2018-07-21 05:08:03,300,2017,5,21,1,12.0
9164,44602080,2019-10-06 05:27:50,50,2018,8,6,2,2.0
9165,44602080,2019-05-08 02:27:45,150,2018,3,8,4,6.0
9166,44602080,2019-05-08 02:28:20,50,2018,3,8,6,2.0
9167,44602080,2019-05-21 05:11:03,500,2018,3,21,6,20.0
9168,44602080,2018-11-01 21:21:12,150,2017,9,1,3,6.0
9169,44602080,2018-11-04 04:30:43,500,2017,9,4,2,20.0
9170,44602080,2018-07-14 21:50:33,500,2017,5,14,4,20.0
9171,44602080,2019-05-03 22:19:47,500,2018,3,3,4,20.0
9172,44602080,2019-05-05 09:32:48,300,2018,3,5,5,12.0
9173,44602080,2019-06-05 03:18:41,300,2018,4,5,5,12.0
9174,44602080,2019-07-19 01:59:00,350,2018,5,19,6,14.0
9175,44602080,2019-06-12 02:53:22,500,2018,4,12,2,20.0
9176,44602080,2019-06-26 05:11:22,450,2018,4,26,6,18.0
9177,44602080,2018-03-17 19:40:54,50,2017,1,15,1,2.0
9178,44602080,2018-03-17 21:26:29,150,2017,1,15,5,6.0
9179,44602080,2018-03-18 04:48:13,150,2017,1,16,5,6.0
9180,44602080,2019-05-05 09:32:48,300,2018,3,5,6,12.0
9181,44602080,2019-05-08 02:27:45,150,2018,3,8,1,6.0
9182,44602080,2019-05-08 02:28:20,50,2018,3,8,5,2.0
9183,44602080,2018-06-25 21:35:35,150,2017,4,25,5,6.0
9184,44602080,2018-06-25 21:37:46,50,2017,4,25,5,2.0
9186,44602080,2018-07-10 06:13:55,350,2017,5,10,3,14.0
9187,44602080,2018-07-11 07:38:08,500,2017,5,11,1,20.0
9188,44602080,2018-03-17 19:38:24,450,2017,1,15,1,18.0
9189,44602080,2018-05-04 21:09:13,150,2017,3,4,5,6.0
9190,44602080,2018-05-11 22:49:21,350,2017,3,11,5,14.0
9191,44602080,2018-05-15 02:28:33,150,2017,3,15,5,6.0
9192,44602080,2018-05-21 04:08:44,300,2017,3,21,1,12.0
9193,44602080,2018-06-11 18:29:14,350,2017,4,11,1,14.0
9194,44602080,2018-06-24 03:21:24,450,2017,4,24,2,18.0
9195,44602080,2018-04-10 21:02:20,500,2017,2,8,4,20.0
9196,44602080,2018-04-13 02:34:16,150,2017,2,11,6,6.0
9197,44602080,2018-04-14 05:21:01,50,2017,2,12,1,2.0
9198,44602080,2018-04-14 05:22:02,50,2017,2,12,3,2.0
9199,44602080,2018-04-24 03:27:32,150,2017,2,22,6,6.0
9202,44602080,2018-03-29 03:47:50,450,2017,1,27,4,18.0
9204,44602080,2018-04-02 14:22:08,350,2017,1,31,5,14.0
9205,44602080,2018-04-04 08:35:07,450,2017,2,2,5,18.0
9206,44602080,2018-04-10 07:25:39,150,2017,2,8,3,6.0
9207,44602080,2018-09-20 19:36:11,50,2017,7,21,5,2.0
9208,44602080,2018-09-30 05:07:37,50,2017,7,31,1,2.0
9209,44602080,2018-10-10 03:25:10,150,2017,8,10,4,6.0
9210,44602080,2018-10-13 21:15:05,500,2017,8,13,2,20.0
9212,44602080,2018-03-06 11:17:36,450,2017,1,4,6,18.0
9213,44602080,2018-08-18 06:43:37,500,2017,6,18,4,20.0
9214,44602080,2018-08-21 03:09:40,350,2017,6,21,2,14.0
9215,44602080,2018-08-23 03:16:59,350,2017,6,23,3,14.0
9216,44602080,2018-09-03 04:11:27,50,2017,7,4,6,2.0
9218,44602080,2018-09-20 19:35:11,150,2017,7,21,5,6.0
9219,44602080,2018-08-07 20:46:05,500,2017,6,7,4,20.0
9220,44602080,2018-08-08 06:00:38,350,2017,6,8,1,14.0
9221,44602080,2018-08-11 06:19:57,150,2017,6,11,5,6.0
9222,44602080,2018-08-13 04:14:18,300,2017,6,13,4,12.0
9223,44602080,2018-08-14 03:59:05,500,2017,6,14,1,20.0
9224,44602080,2018-08-17 03:51:46,350,2017,6,17,3,14.0
9225,5632048,2018-08-26 00:44:23,300,2017,6,26,3,12.0
9226,5632048,2018-09-11 06:38:38,500,2017,7,12,1,20.0
9227,5632048,2018-10-02 06:32:11,500,2017,8,2,3,20.0
9228,5632048,2018-10-05 05:45:20,500,2017,8,5,1,20.0
9229,5632048,2018-10-14 23:34:56,300,2017,8,14,2,12.0
9230,5632048,2018-10-28 04:51:56,300,2017,8,28,4,12.0
9231,5632048,2019-10-31 15:21:25,150,2018,8,31,6,6.0
9232,5632048,2019-11-30 17:03:06,150,2018,9,30,1,6.0
9233,5632048,2019-08-30 18:15:55,150,2018,6,30,2,6.0
9235,5632048,2019-07-29 01:29:11,150,2018,5,29,2,6.0
9236,5632048,2019-07-29 05:21:05,300,2018,5,29,1,12.0
9237,5632048,2019-09-30 18:25:14,150,2018,7,31,1,6.0
9238,5632048,2019-05-19 23:28:50,300,2018,3,19,1,12.0
9239,5632048,2018-11-07 20:23:46,300,2017,9,7,3,12.0
9240,5632048,2018-10-29 02:26:04,300,2017,8,29,4,12.0
9241,5632048,2018-11-22 20:29:26,300,2017,9,22,4,12.0
9242,5632048,2018-11-25 14:02:51,300,2017,9,25,4,12.0
9243,5632048,2018-12-29 00:29:03,500,2017,10,29,3,20.0
9244,5632048,2019-01-21 20:14:01,300,2017,11,21,4,12.0
9245,5632048,2019-04-12 00:47:24,300,2018,2,10,2,12.0
9250,5816464,2018-09-24 05:53:46,300,2017,7,25,6,12.0
9262,5816464,2019-01-13 05:35:53,200,2017,11,13,1,8.0
9264,5816464,2018-06-30 02:04:51,515,2017,4,30,6,20.6
9266,5816464,2018-07-07 07:20:20,200,2017,5,7,1,8.0
9274,34340544,2019-09-20 05:36:47,300,2018,7,21,4,12.0
9278,34340544,2019-11-11 01:30:26,500,2018,9,11,1,20.0
9290,34340544,2019-01-25 01:01:54,500,2017,11,25,5,20.0
9291,34340544,2019-01-30 01:57:13,300,2017,11,30,1,12.0
9297,34340544,2018-12-24 04:43:30,500,2017,10,24,2,20.0
9298,34340544,2018-12-27 00:12:55,500,2017,10,27,5,20.0
9300,34340544,2018-03-31 00:32:26,50,2017,1,29,5,2.0
9301,34340544,2018-03-31 00:34:19,50,2017,1,29,1,2.0
9311,34340544,2018-03-27 03:45:39,500,2017,1,25,2,20.0
9314,34340544,2018-09-21 20:20:07,500,2017,7,22,6,20.0
9327,34567504,2019-10-08 04:47:34,500,2018,8,8,6,20.0
9338,42630400,2019-11-10 06:41:45,150,2018,9,10,3,6.0
9339,2014080,2018-08-03 21:52:09,300,2017,6,3,2,12.0
9340,2014080,2018-08-19 20:47:00,150,2017,6,19,1,6.0
9341,2014080,2018-10-03 20:01:09,150,2017,8,3,4,6.0
9343,2014080,2018-03-28 03:22:42,50,2017,1,26,5,2.0
9344,2014080,2018-03-28 16:12:45,500,2017,1,26,6,20.0
9363,2014080,2019-07-05 06:55:52,300,2018,5,5,5,12.0
9364,2014080,2019-07-05 08:36:32,400,2018,5,5,1,16.0
9368,2014080,2019-01-29 02:19:31,50,2017,11,29,1,2.0
9377,2014080,2019-01-06 09:31:48,450,2017,11,6,6,18.0
9380,2014080,2019-01-07 04:38:28,400,2017,11,7,2,16.0
9381,2014080,2019-04-17 00:39:28,25,2018,2,15,1,1.0
9390,2014080,2019-04-17 00:35:54,300,2018,2,15,3,12.0
9391,2014080,2019-04-17 00:37:08,300,2018,2,15,1,12.0
9392,2014080,2019-04-17 00:38:08,25,2018,2,15,6,1.0
9401,43748976,2018-07-31 06:17:04,300,2017,5,31,1,12.0
9402,43748976,2018-07-31 06:18:24,50,2017,5,31,1,2.0
9403,43748976,2018-07-31 06:19:14,150,2017,5,31,3,6.0
9415,43748976,2019-10-05 00:05:01,500,2018,8,5,4,20.0
9417,43748976,2019-10-06 04:39:34,500,2018,8,6,3,20.0
9418,43748976,2019-05-30 15:27:28,300,2018,3,30,5,12.0
9432,43748976,2018-06-26 09:18:03,150,2017,4,26,2,6.0
9447,43748976,2018-04-16 17:27:51,300,2017,2,14,2,12.0
9476,5816464,2018-11-25 02:50:58,200,2017,9,25,4,8.0
9479,5816464,2018-12-07 05:30:38,25,2017,10,7,3,1.0
9482,5875552,2018-03-31 05:40:28,600,2017,1,29,2,24.0
9484,5875552,2018-07-10 14:15:09,60,2017,5,10,5,2.4
9486,5875552,2018-12-25 14:41:51,500,2017,10,25,6,20.0
9488,5875552,2019-10-11 20:53:03,400,2018,8,11,5,16.0
9489,5875552,2019-10-11 20:53:50,300,2018,8,11,1,12.0
9490,5875552,2019-10-26 05:45:15,300,2018,8,26,5,12.0
9491,5875552,2019-10-26 05:45:54,400,2018,8,26,1,16.0
9494,5875552,2019-07-01 23:56:01,350,2018,5,1,3,14.0
9495,5875552,2019-07-01 23:57:03,350,2018,5,1,3,14.0
9496,5875552,2019-05-16 05:12:12,200,2018,3,16,6,8.0
9498,43497472,2018-03-14 00:06:02,500,2017,1,12,3,20.0
9520,43860240,2019-11-20 03:55:24,150,2018,9,20,3,6.0
9523,43879376,2019-02-23 01:24:29,200,2017,12,24,4,8.0
9532,44026704,2018-07-30 00:28:39,300,2017,5,30,3,12.0
9533,44026704,2018-09-06 22:21:17,500,2017,7,7,3,20.0
9534,44026704,2018-09-18 01:40:31,500,2017,7,19,2,20.0
9535,44026704,2018-09-30 00:01:58,500,2017,7,31,6,20.0
9542,44026704,2019-09-19 22:46:29,500,2018,7,20,5,20.0
9543,44026704,2019-10-12 22:12:57,500,2018,8,12,1,20.0
9546,44026704,2019-06-14 23:54:42,300,2018,4,14,3,12.0
9547,44026704,2019-06-14 23:56:52,300,2018,4,14,6,12.0
9552,44026704,2019-02-19 22:01:03,500,2017,12,20,3,20.0
9556,44026704,2018-06-19 21:24:06,500,2017,4,19,5,20.0
9557,44026704,2019-01-02 18:37:56,500,2017,11,2,6,20.0
9560,44026704,2019-02-07 06:12:19,150,2017,12,8,4,6.0
9561,44026704,2019-02-07 06:14:02,500,2017,12,8,6,20.0
9562,44026704,2018-11-28 05:32:56,300,2017,9,28,3,12.0
9564,44026704,2018-05-06 22:05:50,500,2017,3,6,2,20.0
9565,44026704,2018-05-08 22:53:01,400,2017,3,8,5,16.0
9567,44026704,2018-05-08 22:56:22,150,2017,3,8,4,6.0
9569,4165024,2018-08-10 07:25:00,300,2017,6,10,3,12.0
9570,4165024,2018-08-17 06:06:24,450,2017,6,17,3,18.0
9571,4165024,2018-09-20 05:33:50,500,2017,7,21,1,20.0
9572,4165024,2018-10-04 09:13:58,300,2017,8,4,1,12.0
9575,4165024,2019-09-04 02:07:14,300,2018,7,5,4,12.0
9581,4165024,2019-05-14 06:11:14,500,2018,3,14,4,20.0
9582,4165024,2018-03-14 06:56:53,300,2017,1,12,5,12.0
9584,4165024,2018-03-31 08:47:19,500,2017,1,29,1,20.0
9586,4165024,2018-12-26 03:53:39,300,2017,10,26,2,12.0
9589,16654704,2018-09-25 03:13:07,90,2017,7,26,4,3.6
9591,16654704,2018-10-20 11:03:49,90,2017,8,20,1,3.6
9592,16654704,2018-03-14 05:16:24,90,2017,1,12,4,3.6
9594,16654704,2019-10-15 09:14:53,50,2018,8,15,1,2.0
9595,16654704,2019-10-16 22:11:20,90,2018,8,16,5,3.6
9598,16654704,2018-07-15 03:31:19,90,2017,5,15,5,3.6
9600,16654704,2018-12-23 05:51:46,90,2017,10,23,4,3.6
9601,16654704,2019-10-15 08:41:53,300,2018,8,15,1,12.0
9602,16654704,2019-10-15 09:14:14,50,2018,8,15,2,2.0
9604,16654704,2018-04-16 04:58:51,90,2017,2,14,3,3.6
9606,16654704,2018-05-18 09:55:55,90,2017,3,18,1,3.6
9608,16654704,2018-07-02 05:48:58,90,2017,5,2,4,3.6
9617,7362208,2019-11-07 22:42:52,750,2018,9,7,4,30.0
9618,35739120,2018-09-16 04:48:35,500,2017,7,17,3,20.0
9624,35740192,2018-12-13 07:02:12,150,2017,10,13,3,6.0
9625,35740192,2019-10-06 06:11:57,50,2018,8,6,1,2.0
9626,35740192,2019-10-06 06:13:16,50,2018,8,6,6,2.0
9627,35740192,2019-10-06 06:14:30,50,2018,8,6,3,2.0
9628,34593760,2018-12-05 07:03:45,500,2017,10,5,5,20.0
9651,43529936,2019-09-23 23:37:04,50,2018,7,24,4,2.0
9652,43529936,2019-09-23 23:38:51,150,2018,7,24,4,6.0
9653,43529936,2019-10-22 02:43:57,500,2018,8,22,3,20.0
9654,43852048,2018-04-14 19:51:20,150,2017,2,12,6,6.0
9655,43852048,2018-04-14 19:54:21,350,2017,2,12,4,14.0
9657,43852048,2018-06-22 08:17:26,150,2017,4,22,4,6.0
9658,43852048,2018-06-22 08:18:07,150,2017,4,22,1,6.0
9659,43852048,2018-06-24 08:08:21,150,2017,4,24,5,6.0
9664,43748976,2018-10-04 02:48:56,500,2017,8,4,6,20.0
9665,43748976,2018-10-16 21:46:07,300,2017,8,16,6,12.0
9673,43940304,2018-04-24 22:34:47,300,2017,2,22,5,12.0
9675,43940304,2018-05-06 01:33:45,500,2017,3,6,3,20.0
9676,43940304,2018-05-08 04:22:49,500,2017,3,8,1,20.0
9678,43940304,2018-06-03 01:04:09,500,2017,4,3,6,20.0
9680,4134048,2019-05-10 06:22:20,300,2018,3,10,5,12.0
9681,4134048,2019-05-10 06:22:20,300,2018,3,10,5,12.0
9682,4134048,2019-04-11 10:44:19,150,2018,2,9,4,6.0
9683,4134048,2019-01-03 11:36:36,500,2017,11,3,1,20.0
9684,4134048,2018-12-17 03:36:54,500,2017,10,17,4,20.0
9685,4134048,2019-11-15 09:55:54,150,2018,9,15,6,6.0
9686,4134048,2019-03-17 08:06:26,300,2018,1,15,4,12.0
9687,4134048,2019-09-07 08:56:21,50,2018,7,8,4,2.0
9689,4134048,2019-10-09 01:56:53,50,2018,8,9,2,2.0
9690,20586208,2019-06-14 20:25:52,200,2018,4,14,1,8.0
9693,20586208,2019-07-04 05:52:01,60,2018,5,4,6,2.4
9695,20586208,2019-08-06 06:45:05,200,2018,6,6,2,8.0
9696,20586208,2019-10-19 22:31:54,200,2018,8,19,2,8.0
9701,20586208,2019-09-13 02:32:47,200,2018,7,14,4,8.0
9703,37324080,2018-05-24 08:14:33,300,2017,3,24,3,12.0
9704,37324080,2019-04-23 08:08:48,300,2018,2,21,3,12.0
9705,37324080,2019-09-22 08:31:59,300,2018,7,23,6,12.0
9706,37324080,2019-10-22 08:57:28,300,2018,8,22,5,12.0
9707,37324080,2018-12-22 08:19:30,300,2017,10,22,5,12.0
9708,37324080,2019-03-23 08:48:18,300,2018,1,21,6,12.0
9709,37324080,2018-07-23 21:47:14,300,2017,5,23,2,12.0
9710,37324080,2019-11-21 08:12:18,300,2018,9,21,5,12.0
9711,37324080,2019-08-23 08:29:38,300,2018,6,23,4,12.0
9712,37324080,2019-07-23 08:27:01,300,2018,5,23,5,12.0
9713,37324080,2018-06-23 08:38:16,300,2017,4,23,3,12.0
9714,37324080,2018-11-22 00:05:39,300,2017,9,22,5,12.0
9715,37324080,2019-02-21 08:05:35,300,2017,12,22,1,12.0
9716,37324080,2019-01-21 08:19:07,300,2017,11,21,5,12.0
9717,37324080,2019-05-24 09:12:24,300,2018,3,24,5,12.0
9718,37324080,2019-06-23 08:34:57,300,2018,4,23,2,12.0
9719,44477904,2018-04-17 08:59:12,500,2017,2,15,4,20.0
9721,44477904,2019-06-11 09:47:06,500,2018,4,11,3,20.0
9723,44477904,2019-05-18 22:20:54,500,2018,3,18,5,20.0
9725,44477904,2019-08-23 07:27:46,500,2018,6,23,3,20.0
9726,16156512,2018-03-29 03:09:57,500,2017,1,27,4,20.0
9733,16156512,2019-09-10 20:22:41,300,2018,7,11,4,12.0
9734,16156512,2019-09-10 21:19:37,500,2018,7,11,6,20.0
9735,16156512,2019-09-11 23:52:20,400,2018,7,12,1,16.0
9748,16524544,2018-06-22 09:10:05,150,2017,4,22,4,6.0
9749,16524544,2018-06-25 15:14:24,150,2017,4,25,2,6.0
9793,2776496,2018-12-06 06:50:19,500,2017,10,6,6,20.0
9810,26956224,2019-02-25 04:53:15,500,2017,12,26,6,20.0
9815,26956224,2019-01-02 05:27:40,500,2017,11,2,3,20.0
9828,36324000,2019-05-14 22:38:07,300,2018,3,14,2,12.0
9831,36324000,2019-09-21 03:03:13,150,2018,7,22,6,6.0
9832,36324000,2019-04-27 18:23:51,400,2018,2,25,6,16.0
9837,36324000,2019-04-30 15:34:20,150,2018,2,28,2,6.0
9839,36324000,2019-10-03 06:19:36,150,2018,8,3,2,6.0
9853,2014080,2019-01-24 13:03:50,50,2017,11,24,4,2.0
9854,2014080,2019-01-24 13:04:56,50,2017,11,24,3,2.0
9855,2014080,2019-05-14 20:40:22,500,2018,3,14,4,20.0
9861,2014080,2019-01-23 10:41:49,450,2017,11,23,2,18.0
9862,2014080,2019-01-23 10:42:42,300,2017,11,23,1,12.0
9887,2014080,2019-03-03 07:13:06,300,2018,1,1,6,12.0
9893,2014080,2018-04-27 02:57:52,400,2017,2,25,4,16.0
9894,2014080,2018-05-19 15:32:59,450,2017,3,19,6,18.0
9895,2014080,2018-07-06 15:15:53,450,2017,5,6,6,18.0
9896,2014080,2018-12-04 06:26:29,500,2017,10,4,4,20.0
9899,2014080,2018-11-21 16:39:07,150,2017,9,21,6,6.0
9900,2014080,2018-11-21 16:39:39,150,2017,9,21,4,6.0
9901,2014080,2018-11-21 16:40:09,150,2017,9,21,4,6.0
9902,2014080,2018-11-21 16:41:26,150,2017,9,21,5,6.0
9903,2014080,2018-11-21 16:42:05,50,2017,9,21,5,2.0
9905,2014080,2018-10-30 23:04:48,150,2017,8,30,5,6.0
9906,2014080,2018-11-21 16:34:53,150,2017,9,21,2,6.0
9908,2014080,2018-11-21 16:36:41,50,2017,9,21,1,2.0
9909,2014080,2018-11-21 16:37:22,50,2017,9,21,2,2.0
9910,2014080,2018-11-21 16:37:57,50,2017,9,21,2,2.0
9912,2438848,2018-06-22 05:57:26,150,2017,4,22,6,6.0
9915,1963872,2018-08-24 04:19:30,500,2017,6,24,2,20.0
9916,1963872,2018-10-12 07:29:21,300,2017,8,12,3,12.0
9917,1963872,2018-11-10 22:11:00,150,2017,9,10,6,6.0
9918,1963872,2018-05-28 02:10:43,150,2017,3,28,3,6.0
9922,1963872,2019-10-11 10:51:11,500,2018,8,11,2,20.0
9923,1963872,2019-10-11 10:52:25,500,2018,8,11,6,20.0
9924,1963872,2019-10-11 10:54:01,500,2018,8,11,3,20.0
9925,1963872,2019-10-11 10:55:51,500,2018,8,11,2,20.0
9927,1963872,2019-06-14 07:24:03,300,2018,4,14,5,12.0
9929,1963872,2019-09-28 07:16:52,300,2018,7,29,2,12.0
9930,1963872,2018-11-10 22:11:00,150,2017,9,10,4,6.0
9932,1963872,2019-05-09 08:09:29,300,2018,3,9,3,12.0
9933,1963872,2019-05-09 08:09:29,300,2018,3,9,5,12.0
9935,1963872,2019-01-29 11:16:43,500,2017,11,29,6,20.0
9937,1963872,2019-07-14 11:10:09,300,2018,5,14,6,12.0
9938,7349600,2019-10-04 00:31:35,300,2018,8,4,6,12.0
9939,12040880,2019-10-10 23:44:55,300,2018,8,10,2,12.0
9940,35636544,2018-10-06 03:17:24,500,2017,8,6,3,20.0
9941,35636544,2018-07-06 02:48:16,500,2017,5,6,6,20.0
9942,35636544,2018-07-06 02:48:46,500,2017,5,6,4,20.0
9943,35636544,2018-07-06 02:49:16,500,2017,5,6,5,20.0
9945,35636544,2018-03-16 09:18:39,500,2017,1,14,2,20.0
9946,35636544,2019-02-20 02:38:06,500,2017,12,21,3,20.0
9947,35636544,2019-02-20 02:38:33,500,2017,12,21,6,20.0
9948,35636544,2019-10-15 04:27:19,500,2018,8,15,1,20.0
9949,35636544,2019-10-15 04:29:03,500,2018,8,15,4,20.0
9950,35636544,2019-10-15 05:48:21,500,2018,8,15,6,20.0
9951,35636544,2019-10-15 05:48:49,500,2018,8,15,4,20.0
9954,45252833,2018-12-12 08:27:21,500,2017,10,12,6,20.0
9956,45252833,2019-01-04 00:16:46,200,2017,11,4,6,8.0
9957,45252833,2019-01-04 00:24:39,90,2017,11,4,1,3.6
9973,44043872,2018-10-28 09:09:56,150,2017,8,28,2,6.0
9974,44043872,2018-11-04 05:07:23,50,2017,9,4,1,2.0
9975,44043872,2018-11-11 03:37:36,50,2017,9,11,3,2.0
9976,44043872,2018-11-18 05:01:53,50,2017,9,18,3,2.0
9977,44043872,2018-11-25 10:06:37,50,2017,9,25,2,2.0
9978,44043872,2019-09-12 23:41:14,50,2018,7,13,5,2.0
9979,44043872,2019-10-10 09:29:42,350,2018,8,10,6,14.0
9980,44043872,2019-10-18 01:57:28,150,2018,8,18,3,6.0
9981,44043872,2019-04-23 21:05:15,150,2018,2,21,3,6.0
9982,44043872,2019-04-23 21:06:01,50,2018,2,21,3,2.0
9983,44043872,2019-04-26 03:33:12,300,2018,2,24,5,12.0
9984,44043872,2019-09-19 05:03:58,300,2018,7,20,1,12.0
9985,44043872,2019-09-03 07:27:24,150,2018,7,4,1,6.0
9986,44043872,2019-09-12 23:40:31,50,2018,7,13,2,2.0
9987,44043872,2018-11-11 03:37:36,50,2017,9,11,2,2.0
9988,44043872,2019-11-29 17:38:58,350,2018,9,29,6,14.0
9989,44043872,2019-07-23 03:42:14,50,2018,5,23,3,2.0
9990,44043872,2019-07-23 03:42:50,150,2018,5,23,3,6.0
9991,44043872,2019-02-01 09:12:53,150,2017,12,2,4,6.0
9992,44043872,2019-08-18 09:46:15,300,2018,6,18,3,12.0
9993,44043872,2019-06-14 06:10:45,350,2018,4,14,2,14.0
9994,44043872,2019-07-11 04:19:11,150,2018,5,11,6,6.0
9995,44043872,2018-11-07 03:40:49,50,2017,9,7,4,2.0
9996,44043872,2018-11-07 03:40:19,50,2017,9,7,5,2.0
9997,44043872,2018-11-07 03:29:44,50,2017,9,7,6,2.0
9998,44043872,2018-11-07 03:28:34,50,2017,9,7,4,2.0
9999,44043872,2019-02-12 20:01:01,300,2017,12,13,2,12.0
10000,44043872,2019-02-15 03:53:23,50,2017,12,16,3,2.0
10001,44043872,2019-02-15 04:48:26,150,2017,12,16,3,6.0
10002,44043872,2019-02-16 07:56:04,350,2017,12,17,2,14.0
10003,44043872,2019-02-18 09:27:15,50,2017,12,19,5,2.0
10004,44043872,2019-02-19 09:00:52,300,2017,12,20,2,12.0
10005,44043872,2019-03-09 07:38:04,300,2018,1,7,2,12.0
10006,44043872,2019-05-10 00:45:03,150,2018,3,10,6,6.0
10007,44043872,2019-05-10 00:45:03,150,2018,3,10,6,6.0
10008,44043872,2019-05-11 19:01:26,300,2018,3,11,6,12.0
10009,44043872,2019-04-14 01:51:09,350,2018,2,12,4,14.0
10010,44043872,2019-03-31 06:09:55,300,2018,1,29,1,12.0
10013,44043872,2018-12-09 17:49:43,500,2017,10,9,5,20.0
10014,44043872,2018-12-03 05:56:11,50,2017,10,3,1,2.0
10015,44043872,2019-02-23 18:26:35,300,2017,12,24,5,12.0
10016,44043872,2019-03-09 07:37:23,350,2018,1,7,2,14.0
10018,44077680,2019-06-24 02:50:01,500,2018,4,24,3,20.0
10019,44077680,2019-06-24 04:10:27,500,2018,4,24,1,20.0
10020,44077680,2019-07-04 05:30:34,500,2018,5,4,4,20.0
10022,44077680,2019-07-15 20:48:32,500,2018,5,15,6,20.0
10028,35923584,2018-07-31 08:14:18,500,2017,5,31,5,20.0
10029,35923584,2018-09-20 08:13:58,500,2017,7,21,2,20.0
10030,35923584,2019-02-25 10:50:02,500,2017,12,26,6,20.0
10031,35923584,2019-04-12 08:00:43,500,2018,2,10,3,20.0
10032,35923584,2019-06-06 07:35:13,750,2018,4,6,5,30.0
10033,35923584,2019-01-08 08:29:29,500,2017,11,8,4,20.0
10034,35923584,2019-07-06 03:45:05,500,2018,5,6,2,20.0
10035,35923584,2019-11-03 21:10:01,500,2018,9,3,3,20.0
10036,35923584,2019-11-21 00:29:38,500,2018,9,21,3,20.0
10037,35923584,2019-07-26 10:07:32,500,2018,5,26,5,20.0
10038,35923584,2019-09-13 07:41:40,500,2018,7,14,5,20.0
10045,45269876,2018-06-24 06:53:21,50,2017,4,24,2,2.0
10047,37953040,2018-10-26 20:50:05,300,2017,8,26,6,12.0
10048,37953040,2018-11-14 01:54:08,300,2017,9,14,5,12.0
10049,37953040,2018-12-09 18:48:10,500,2017,10,9,6,20.0
10050,37953040,2018-12-11 05:16:02,450,2017,10,11,5,18.0
10051,37953040,2019-04-18 18:54:54,500,2018,2,16,4,20.0
10052,37953040,2019-05-07 04:09:20,150,2018,3,7,5,6.0
10053,37953040,2019-07-10 06:57:13,150,2018,5,10,4,6.0
10054,37953040,2019-05-11 04:24:26,450,2018,3,11,5,18.0
10055,37953040,2019-07-30 00:47:56,300,2018,5,30,2,12.0
10056,37953040,2019-11-16 07:16:56,500,2018,9,16,5,20.0
10057,37953040,2019-09-07 05:58:35,300,2018,7,8,4,12.0
10058,37953040,2019-05-11 04:24:26,450,2018,3,11,1,18.0
10059,37953040,2019-05-07 04:09:20,150,2018,3,7,5,6.0
10061,37953040,2019-03-16 23:29:05,300,2018,1,14,3,12.0
10062,37953040,2019-06-16 01:06:45,150,2018,4,16,1,6.0
10063,37953040,2019-03-23 08:53:27,500,2018,1,21,4,20.0
10065,37979824,2019-10-20 23:32:45,150,2018,8,20,2,6.0
10087,6122384,2018-04-09 07:36:41,500,2017,2,7,4,20.0
10094,6122384,2018-03-28 07:37:27,500,2017,1,26,6,20.0
10097,7593520,2019-11-24 11:53:06,50,2018,9,24,2,2.0
10098,7593520,2019-11-29 09:32:34,50,2018,9,29,1,2.0
10100,35744864,2019-03-27 04:01:34,500,2018,1,25,2,20.0
10103,35744864,2018-12-17 05:05:11,500,2017,10,17,6,20.0
10105,35744864,2019-09-30 23:43:45,900,2018,7,31,6,36.0
10106,35744864,2019-09-30 23:51:20,60,2018,7,31,2,2.4
10108,35744864,2019-09-30 23:56:35,50,2018,7,31,3,2.0
10111,33458144,2018-07-25 04:15:22,50,2017,5,25,6,2.0
10113,33458144,2018-07-27 19:44:36,500,2017,5,27,4,20.0
10118,33458144,2018-07-18 03:51:28,300,2017,5,18,2,12.0
10123,33458144,2019-09-18 02:47:26,500,2018,7,19,1,20.0
10133,33458144,2019-07-05 21:47:51,500,2018,5,5,5,20.0
10134,33458144,2019-07-05 22:04:41,150,2018,5,5,6,6.0
10154,33458144,2018-07-06 01:53:42,350,2017,5,6,1,14.0
10161,33458144,2018-06-06 22:12:18,500,2017,4,6,5,20.0
10162,33458144,2018-06-23 02:15:07,150,2017,4,23,4,6.0
10163,33458144,2018-06-26 07:32:20,150,2017,4,26,2,6.0
10167,33458144,2018-05-17 02:19:54,500,2017,3,17,4,20.0
